,LONGITUDE,LATITUDE,DISCOVERY_DATE,CONT_DATE,max_FIRE_SIZE,min_FIRE_SIZE,FOD_ID_cnt,diff_FIRE_SIZE
0,-123.943617,40.476117,10/28/2015,10/28/2015,0.01,0.01,18,0.0
1,-120.850714,38.641597,7/16/2006,7/17/2006,13.8,0.1,14,13.700000000000001
2,-121.607969,39.806769,11/28/2003,11/28/2003,0.1,0.1,11,0.0
3,-123.16388888,39.67805555,10/28/2005,10/28/2005,0.1,0.1,11,0.0
4,-120.71,38.29305555,5/17/2007,missing date,7.0,1.0,9,6.0
5,-122.253431,38.4849,6/22/2003,6/22/2003,0.3,0.2,8,0.09999999999999998
6,-116.797289,32.564939,7/25/2001,7/25/2001,0.1,0.1,8,0.0
7,-120.80694444,38.22888888,10/21/2004,10/21/2004,3.0,0.1,8,2.9
8,-119.812031,37.490695,9/27/2016,missing date,1.1,1.1,8,0.0
9,-121.39888888,39.215,8/13/2006,8/13/2006,20.0,0.1,7,19.9
10,-122.075711,40.308811,10/22/2002,10/22/2002,0.1,0.1,7,0.0
11,-122.361433,40.338577,5/11/2012,missing date,1.0,0.14,7,0.86
12,-120.75388888,36.84305555,6/13/2005,6/13/2005,10.0,10.0,7,0.0
13,-123.43888888,39.58611111,9/15/2005,9/15/2005,5.0,0.3,7,4.7
14,-121.588624,39.835829,10/17/2017,10/17/2017,0.5,0.01,6,0.49
15,-122.97611111,38.71194444,10/28/2006,missing date,5.0,0.3,6,4.7
16,-124.0108,41.5322,7/8/2015,7/8/2015,2.1,0.1,6,2.0
17,-122.708144,38.303796,10/25/2010,missing date,0.25,0.01,6,0.24
18,-123.25805555,39.82388888,9/30/2006,9/30/2006,1.0,0.1,6,0.9
19,-121.666639,39.821269,7/20/2004,7/20/2004,0.1,0.1,6,0.0
20,-119.163717,36.562886,5/21/2007,5/21/2007,1.0,1.0,6,0.0
21,-119.304,37.097359,7/30/2016,missing date,0.28,0.03,6,0.25
22,-123.773733,41.25475,7/14/2016,7/14/2016,0.25,0.03,6,0.22
23,-120.35083333,38.86833333,7/26/2009,7/26/2009,0.1,0.1,6,0.0
24,-120.9,38.15611111,10/13/2002,10/13/2002,0.1,0.1,6,0.0
25,-121.16805555,37.45694444,5/18/2002,5/19/2002,147.0,147.0,6,0.0
26,-121.24194444,37.42388888,5/10/2007,missing date,10.0,10.0,6,0.0
27,-121.351517,39.506,6/22/2009,missing date,2.0,0.25,6,1.75
28,-121.035,38.79111111,9/28/2005,9/28/2005,1.0,0.1,5,0.9
29,-121.34176,39.328548,7/31/2009,missing date,6.8,0.1,5,6.7
30,-120.465137,37.632462,6/13/2010,6/13/2010,1.0,0.1,5,0.9
31,-121.96611111,39.76055556,9/4/2002,9/4/2002,0.1,0.1,5,0.0
32,-122.99888888,38.75805555,7/10/2004,7/11/2004,4.0,0.1,5,3.9
33,-123.57905,39.453983,7/21/2011,missing date,1.0,1.0,5,0.0
34,-119.045,35.94305555,7/15/2003,7/15/2003,0.5,0.1,5,0.4
35,-119.411486,37.047503,9/7/2015,missing date,0.5,0.01,5,0.49
36,-121.589039,39.821111,7/10/2002,7/10/2002,0.1,0.1,5,0.0
37,-121.03194444,40.34388888,6/23/2008,missing date,0.1,0.1,5,0.0
38,-121.7314,39.705483,9/11/2012,missing date,0.45,0.02,5,0.43
39,-122.402555,40.013681,6/1/2013,missing date,1.0,0.25,5,0.75
40,-122.123209,39.906799,10/3/2014,10/3/2014,0.3,0.1,5,0.19999999999999998
41,-121.75388888,39.37,9/1/2004,9/1/2004,0.1,0.1,5,0.0
42,-122.17388888,39.90611111,6/18/2007,missing date,0.2,0.1,5,0.1
43,-120.36805555,37.955,7/24/2004,7/24/2004,0.1,0.1,5,0.0
44,-116.8342,32.6001,8/2/2001,8/2/2001,0.1,0.1,5,0.0
45,-121.92388888,41.95305555,6/11/2008,missing date,0.1,0.1,5,0.0
46,-117.112019,33.409369,1/8/2001,1/8/2001,0.1,0.1,5,0.0
47,-120.78611111,37.835,6/6/2005,6/6/2005,19.5,0.1,5,19.4
48,-116.8253,32.5631,7/12/2001,7/12/2001,0.1,0.1,5,0.0
49,-120.50805555,37.84305555,9/4/2006,missing date,4.0,0.5,5,3.5
50,-118.97305555,36.10194444,5/13/2002,5/13/2002,4.0,0.4,4,3.6
51,-122.46194444,38.16388888,6/23/2002,6/23/2002,0.1,0.1,4,0.0
52,-123.6512,41.0832,9/21/2002,10/11/2002,177.0,1.0,4,176.0
53,-123.233855,39.365926,10/7/2015,10/7/2015,0.01,0.01,4,0.0
54,-118.78358,36.03053,10/21/2007,10/21/2007,0.5,0.1,4,0.4
55,-122.2002,38.1695,3/13/2013,3/13/2013,1.5,0.3,4,1.2
56,-117.12694444,33.05805555,10/3/2001,10/3/2001,0.1,0.1,4,0.0
57,-122.713715,38.321327,8/17/2012,missing date,1.0,1.0,4,0.0
58,-119.28802,36.731288,8/27/2017,missing date,53.8,0.1,4,53.699999999999996
59,-116.796969,32.575961,7/25/2001,7/25/2001,0.1,0.1,4,0.0
60,-120.567719,38.069019,9/30/2001,9/30/2001,3.0,0.1,4,2.9
61,-119.661768,37.336271,5/28/2014,5/28/2014,0.1,0.1,4,0.0
62,-123.0,41.0,8/11/2019,8/12/2019,0.1,0.1,4,0.0
63,-123.61277778,40.94805556,6/24/2001,6/24/2001,0.1,0.1,4,0.0
64,-120.275,38.05694444,7/20/2004,7/20/2004,0.1,0.1,4,0.0
65,-122.60388888,38.61388888,7/7/2003,7/7/2003,0.1,0.1,4,0.0
66,-122.43305555,40.00888888,10/24/2003,10/24/2003,11.0,1.0,4,10.0
67,-121.04888888,38.43111111,5/26/2004,5/26/2004,0.3,0.3,4,0.0
68,-121.523469,39.715236,8/30/2015,8/30/2015,0.1,0.1,4,0.0
69,-123.6512,41.0332,8/3/2001,8/3/2001,0.1,0.1,4,0.0
70,-120.445472,37.726566,8/31/2010,8/31/2010,40.0,1.0,4,39.0
71,-122.24888888,41.255,9/7/2006,9/7/2006,0.5,0.1,4,0.4
72,-120.89388888,38.33888888,4/14/2008,missing date,1.0,1.0,4,0.0
73,-121.576567,39.894183,6/27/2017,6/27/2017,0.01,0.01,4,0.0
74,-124.1397,41.7122,6/29/2018,6/29/2018,0.1,0.1,4,0.0
75,-122.145269,39.938649,7/17/2012,missing date,1.0,1.0,4,0.0
76,-121.27805555,37.48611111,5/12/2003,5/12/2003,0.2,0.2,4,0.0
77,-121.063997,39.155364,7/29/2005,7/29/2005,0.1,0.1,4,0.0
78,-121.39888888,39.43194444,9/12/2004,9/12/2004,1.0,0.2,4,0.8
79,-118.2876,34.6747,7/4/2006,missing date,4.0,0.11,4,3.89
80,-122.52888888,38.235,4/25/2004,4/25/2004,0.1,0.1,4,0.0
81,-119.04388888,35.79805555,7/15/2003,7/15/2003,37.0,0.2,4,36.8
82,-120.49388888,38.12805555,7/16/2003,7/16/2003,4.5,0.1,4,4.4
83,-123.6845,41.0665,7/4/2001,7/4/2001,1.0,0.1,4,0.9
84,-118.80614,36.0285,8/12/2008,8/12/2008,0.1,0.1,4,0.0
85,-120.220961,38.0276,6/14/2002,6/14/2002,0.1,0.1,4,0.0
86,-119.41305555,36.34888888,7/4/2005,7/4/2005,0.2,0.2,4,0.0
87,-122.55185,40.512089,6/10/2004,6/10/2004,34.0,0.1,4,33.9
88,-122.199885,39.815183,5/11/2012,missing date,8.3,2.5,4,5.800000000000001
89,-121.645189,39.894789,9/15/2003,9/15/2003,0.1,0.1,4,0.0
90,-121.047576,39.22927,8/17/2020,missing date,2.0,1.0,4,1.0
91,-122.23111111,40.73111111,12/3/2005,12/3/2005,0.1,0.1,4,0.0
92,-119.551529,37.234647,8/8/2017,missing date,0.25,0.25,4,0.0
93,-120.917358,39.095192,8/28/2007,8/28/2007,0.1,0.1,3,0.0
94,-122.712523,38.299247,6/28/2010,missing date,46.0,0.6,3,45.4
95,-123.27611111,39.83888888,8/19/2001,8/19/2001,70.0,1.0,3,69.0
96,-124.1461,41.7044,7/25/2015,7/26/2015,0.4,0.1,3,0.30000000000000004
97,-121.83305555,39.70888888,6/19/2010,missing date,2.0,1.0,3,1.0
98,-124.0108,41.5322,4/19/2015,4/19/2015,0.5,0.2,3,0.3
99,-122.124439,39.985189,7/12/2011,missing date,3.0,1.0,3,2.0
100,-120.5651,36.1109,6/4/2005,6/4/2005,3.0,0.1,3,2.9
101,-122.400461,40.524839,8/30/2004,8/30/2004,1.0,0.8,3,0.19999999999999996
102,-120.04694444,36.975,10/7/2003,10/7/2003,0.2,0.1,3,0.1
103,-122.19194444,38.04111111,10/24/2008,missing date,1.0,0.3,3,0.7
104,-120.67,40.315,7/11/2007,missing date,0.2,0.1,3,0.1
105,-120.82805555,38.20805555,5/16/2007,missing date,10.0,1.0,3,9.0
106,-121.715938,39.642272,4/15/2009,missing date,1.0,0.5,3,0.5
107,-124.1561,41.7292,7/4/2018,7/4/2018,0.1,0.1,3,0.0
108,-123.72611111,41.2,2/11/2004,2/11/2004,5.0,1.2,3,3.8
109,-121.77194444,39.37,9/1/2004,9/1/2004,0.1,0.1,3,0.0
110,-124.1561,41.7458,8/5/2018,8/5/2018,0.1,0.1,3,0.0
111,-120.84194444,41.39305555,9/24/2003,9/24/2003,3.0,0.8,3,2.2
112,-119.86694444,36.93111111,8/7/2003,8/7/2003,0.1,0.1,3,0.0
113,-119.22388888,35.92805555,7/2/2005,7/2/2005,3.0,0.3,3,2.7
114,-121.4261,39.2044,8/13/2006,8/13/2006,1.0,1.0,3,0.0
115,-116.79705,32.606689,11/2/2001,11/2/2001,0.1,0.1,3,0.0
116,-120.272203,37.814247,7/11/2006,7/11/2006,1.0,1.0,3,0.0
117,-123.263608,39.809777,7/10/2010,7/10/2010,0.1,0.1,3,0.0
118,-120.73388888,38.38805555,7/8/2003,7/8/2003,0.1,0.1,3,0.0
119,-120.938567,37.617618,6/7/2018,missing date,0.87,0.01,3,0.86
120,-120.13805555,37.12,6/20/2003,6/20/2003,0.1,0.1,3,0.0
121,-123.7556,41.2082,7/4/2004,7/4/2004,0.1,0.1,3,0.0
122,-123.149311,39.131519,8/29/2001,8/29/2001,0.5,0.5,3,0.0
123,-122.495,40.51,8/30/2004,8/30/2004,0.8,0.5,3,0.30000000000000004
124,-120.900681,38.692919,7/27/2003,7/27/2003,0.1,0.1,3,0.0
125,-121.43694444,39.50388888,10/27/2001,10/27/2001,0.3,0.3,3,0.0
126,-121.785904,39.701065,6/30/2012,missing date,0.1,0.1,3,0.0
127,-119.04388888,36.04388888,7/13/2003,7/13/2003,0.1,0.1,3,0.0
128,-120.04694444,36.975,9/23/2006,9/23/2006,0.5,0.1,3,0.4
129,-120.275661,38.027689,6/11/2005,6/11/2005,0.1,0.1,3,0.0
130,-116.640533,33.92375,7/1/2013,7/1/2013,0.1,0.1,3,0.0
131,-123.82305555,40.96388888,8/6/2006,8/6/2006,4.0,1.0,3,3.0
132,-123.279769,39.296418,7/8/2010,7/8/2010,27.5,2.0,3,25.5
133,-121.59305555,37.09305555,8/14/2002,8/14/2002,0.1,0.1,3,0.0
134,-119.44805555,36.48111111,5/12/2001,5/12/2001,3.0,0.5,3,2.5
135,-121.58888888,39.76305555,8/5/2004,8/5/2004,0.5,0.5,3,0.0
136,-120.04694444,36.98888888,7/4/2003,7/4/2003,0.3,0.1,3,0.19999999999999998
137,-120.66694444,36.69888888,8/23/2003,8/23/2003,2.0,1.0,3,1.0
138,-120.80694444,38.2,9/14/2005,9/14/2005,0.1,0.1,3,0.0
139,-123.28166667,40.58166667,9/3/2003,9/3/2003,0.1,0.1,3,0.0
140,-120.9,38.33194444,7/22/2003,7/22/2003,30.0,5.0,3,25.0
141,-121.717989,39.799386,8/20/2011,missing date,1.3,0.25,3,1.05
142,-117.45194444,33.6525,5/29/2006,5/29/2006,0.1,0.01,3,0.09000000000000001
143,-121.58888888,39.63305555,6/9/2004,6/9/2004,0.2,0.2,3,0.0
144,-121.537283,39.496767,11/29/2013,11/29/2013,12.8,1.0,3,11.8
145,-123.43805555,39.41305555,8/30/2006,8/30/2006,27.0,0.1,3,26.9
146,-116.866611,32.589919,9/6/2001,9/6/2001,0.1,0.1,3,0.0
147,-119.26888888,36.14611111,6/6/2004,6/6/2004,0.5,0.1,3,0.4
148,-121.781665,39.698153,9/19/2011,missing date,1.0,1.0,3,0.0
149,-121.040992,38.915875,7/21/2006,7/21/2006,0.1,0.1,3,0.0
150,-121.686088,39.728727,9/27/2012,9/27/2012,3.3,0.4,3,2.9
151,-123.82611111,40.23305555,5/28/2001,5/28/2001,1.0,0.1,3,0.9
152,-122.709656,38.297559,6/28/2010,missing date,20.0,4.0,3,16.0
153,-124.087733,41.551533,5/9/2013,5/9/2013,0.3,0.1,3,0.19999999999999998
154,-121.588689,39.849939,4/24/2004,4/24/2004,0.3,0.3,3,0.0
155,-122.141249,39.916928,9/4/2011,missing date,1.0,1.0,3,0.0
156,-120.832006,38.212906,9/3/2007,9/3/2007,3.5,0.1,3,3.4
157,-120.91694444,37.93805555,8/28/2004,8/28/2004,1.0,1.0,3,0.0
158,-119.2771,35.92831,5/11/2005,5/11/2005,0.1,0.1,3,0.0
159,-120.065,36.975,4/24/2004,4/24/2004,0.5,0.1,3,0.4
160,-121.61111111,37.09305555,6/24/2001,6/24/2001,0.2,0.1,3,0.1
161,-123.02194444,41.67805555,7/24/2006,7/24/2006,0.3,0.1,3,0.19999999999999998
162,-120.42305555,37.955,10/12/2005,10/12/2005,2.0,0.1,3,1.9
163,-121.68805555,39.425,4/4/2009,missing date,1.0,1.0,3,0.0
164,-120.41805555,37.975,3/28/2008,missing date,1.0,1.0,3,0.0
165,-123.48611111,39.67305555,1/22/2006,1/22/2006,0.5,0.1,3,0.4
166,-121.593467,39.636433,10/6/2016,10/7/2016,1.0,0.21,3,0.79
167,-117.086954,33.458184,12/20/2015,12/20/2015,0.1,0.1,3,0.0
168,-114.801261,33.125739,9/10/2004,9/10/2004,2.0,1.0,3,1.0
169,-122.504113,38.24402,8/16/2015,missing date,0.1,0.01,3,0.09000000000000001
170,-119.11515,36.564989,7/5/2003,7/5/2003,0.1,0.1,3,0.0
171,-121.06805555,38.19805555,7/28/2007,missing date,27.0,2.0,3,25.0
172,-122.10805555,38.09194444,7/4/2003,7/4/2003,6.0,0.1,3,5.9
173,-123.126175,39.245674,6/8/2012,missing date,7.0,0.1,3,6.9
174,-118.97305555,36.05888888,7/4/2003,7/4/2003,6.0,0.1,3,5.9
175,-117.37098,33.994496,9/27/2016,missing date,0.25,0.01,3,0.24
176,-121.68805555,39.34805555,8/21/2009,missing date,1.0,0.1,3,0.9
177,-121.54,39.41694444,10/8/2006,missing date,1.0,1.0,3,0.0
178,-122.395,39.93694444,10/1/2001,10/1/2001,238.0,10.0,3,228.0
179,-119.648219,37.293559,6/27/2017,6/27/2017,0.2,0.1,3,0.1
180,-120.882181,38.692931,6/28/2004,6/28/2004,1.0,0.1,3,0.9
181,-119.42024056,35.91339357,5/29/2004,5/29/2004,0.1,0.1,3,0.0
182,-121.20111111,38.77388888,7/26/2005,7/26/2005,3.0,0.3,3,2.7
183,-118.73961,36.04361,5/30/2009,5/30/2009,0.1,0.1,3,0.0
184,-120.721098,36.77791,8/22/2015,missing date,1.25,0.25,3,1.0
185,-122.515,40.51,8/30/2004,8/30/2004,0.8,0.5,3,0.30000000000000004
186,-122.647511,41.793631,7/25/2004,7/25/2004,0.1,0.1,3,0.0
187,-122.12147249,40.27933516,8/15/2020,missing date,0.1,0.1,3,0.0
188,-119.33111111,35.95694444,6/9/2001,6/9/2001,0.4,0.4,3,0.0
189,-118.501,34.7599,8/27/2006,missing date,4.0,3.0,3,1.0
190,-122.48,38.15,6/22/2002,6/22/2002,0.1,0.1,3,0.0
191,-123.6678,41.0499,8/10/2001,8/10/2001,2.0,0.1,3,1.9
192,-123.6678,41.0499,7/8/2001,7/8/2001,0.5,0.5,3,0.0
193,-121.57111111,39.81444444,6/24/2014,6/25/2014,0.75,0.01,3,0.74
194,-118.2994,33.9382,6/19/2009,missing date,0.11,0.11,3,0.0
195,-119.389619,37.038315,7/13/2015,missing date,0.25,0.01,3,0.24
196,-121.79611111,39.675,9/8/2004,9/8/2004,0.3,0.3,3,0.0
197,-123.0,41.0,8/11/2019,8/11/2019,0.1,0.1,3,0.0
198,-116.83,32.5601,7/12/2001,7/12/2001,0.1,0.1,3,0.0
199,-121.572283,39.83925,11/5/2018,11/5/2018,0.01,0.01,3,0.0
200,-119.6489,37.300488,10/15/2017,10/16/2017,0.13,0.01,3,0.12000000000000001
201,-122.335,40.85138889,6/17/2006,6/17/2006,0.1,0.1,3,0.0
202,-121.603775,39.813708,7/27/2007,7/27/2007,1.0,1.0,3,0.0
203,-116.8264,32.5628,7/12/2001,7/12/2001,0.1,0.1,2,0.0
204,-123.6845,41.0665,6/21/2002,6/22/2002,2.5,1.0,2,1.5
205,-119.47388888,36.73194444,8/14/2007,missing date,1.0,1.0,2,0.0
206,-122.05,38.483333,7/21/2018,missing date,1.0,0.01,2,0.99
207,-122.677505,39.020779,10/8/2015,missing date,0.15,0.03,2,0.12
208,-118.1425,34.6712,2/12/2006,missing date,0.21,0.21,2,0.0
209,-123.6845,41.0665,6/21/2001,6/21/2001,0.1,0.1,2,0.0
210,-122.05,38.016666,6/7/2020,missing date,1.0,0.5,2,0.5
211,-118.1907,34.0202,10/7/2008,missing date,0.5,0.21,2,0.29000000000000004
212,-120.72583333,38.94305556,8/11/2017,8/11/2017,1.0,0.1,2,0.9
213,-123.6845,41.0665,6/18/2002,6/18/2002,2.0,0.5,2,1.5
214,-117.516666,34.066666,6/8/2020,missing date,0.1,0.1,2,0.0
215,-119.5981,36.547017,9/6/2013,9/6/2013,1.0,1.0,2,0.0
216,-121.461144,39.528251,9/25/2013,9/26/2013,0.1,0.1,2,0.0
217,-121.382972,38.637201,7/1/2016,missing date,0.25,0.25,2,0.0
218,-123.7012,41.0999,7/14/2001,7/14/2001,5.0,0.1,2,4.9
219,-121.16972222,41.7675,7/10/2001,7/10/2001,24.0,0.1,2,23.9
220,-120.57388888,35.48388888,8/30/2007,missing date,2.3,1.0,2,1.2999999999999998
221,-120.04666667,38.94,7/1/2005,7/2/2005,0.1,0.1,2,0.0
222,-123.685,39.60888888,10/1/2001,10/1/2001,6.0,0.3,2,5.7
223,-118.279,34.4935,11/9/2011,missing date,2.0,0.11,2,1.89
224,-117.0937,32.7041,10/23/2009,missing date,1.0,1.0,2,0.0
225,-121.85111111,36.52388888,9/17/2007,missing date,1.0,0.3,2,0.7
226,-119.01888888,36.18888888,8/7/2003,8/7/2003,4.0,0.3,2,3.7
227,-119.47111111,36.73111111,7/19/2010,missing date,1.0,1.0,2,0.0
228,-117.299772,33.787664,8/12/2007,8/12/2007,0.1,0.1,2,0.0
229,-121.60388888,39.50305555,10/15/2003,10/15/2003,1.0,1.0,2,0.0
230,-124.058333,40.461833,3/8/2015,3/8/2015,1.0,1.0,2,0.0
231,-119.145,36.30388888,8/2/2002,8/2/2002,0.1,0.1,2,0.0
232,-123.262808,39.809743,6/19/2010,6/19/2010,0.5,0.1,2,0.4
233,-117.515,34.071,5/5/2009,missing date,0.3,0.2,2,0.09999999999999998
234,-117.39194444,34.01194444,6/20/2006,6/20/2006,4.0,0.2,2,3.8
235,-123.52694444,40.21694444,9/3/2003,9/3/2003,0.1,0.1,2,0.0
236,-121.804605,37.655992,6/11/2020,missing date,0.25,0.01,2,0.24
237,-120.36805555,37.97,7/23/2003,7/23/2003,0.3,0.2,2,0.09999999999999998
238,-116.388267,33.845447,7/29/2007,7/29/2007,0.1,0.1,2,0.0
239,-121.552031,39.821319,8/21/2001,8/21/2001,0.1,0.1,2,0.0
240,-121.26888888,39.44694444,11/27/2002,11/27/2002,0.5,0.5,2,0.0
241,-122.37671,37.734891,5/1/2010,missing date,1.0,1.0,2,0.0
242,-117.299772,33.787664,8/8/2007,8/8/2007,0.1,0.1,2,0.0
243,-120.8452,37.265,6/1/2015,6/1/2015,2.0,1.0,2,1.0
244,-122.67805555,38.90305555,8/15/2003,8/15/2003,7.0,5.0,2,2.0
245,-123.6845,41.0665,10/5/2001,10/5/2001,0.1,0.1,2,0.0
246,-120.368289,37.98435,9/19/2003,9/19/2003,0.1,0.1,2,0.0
247,-119.533333,35.316666,5/26/2020,missing date,20.2,20.0,2,0.1999999999999993
248,-121.632016,39.130853,10/29/2006,missing date,0.1,0.1,2,0.0
249,-122.38,37.25111111,11/21/2004,11/21/2004,1.0,0.1,2,0.9
250,-120.015,37.06805555,6/15/2009,missing date,1.0,1.0,2,0.0
251,-121.010154,38.446699,6/18/2018,6/18/2018,0.05,0.01,2,0.04
252,-120.94195,38.805169,6/9/2004,6/9/2004,10.0,4.0,2,6.0
253,-118.2761,34.7819,8/6/2006,missing date,6.0,1.0,2,5.0
254,-120.368289,37.98435,3/21/2004,3/21/2004,0.1,0.1,2,0.0
255,-116.39385,32.624081,5/29/2002,5/30/2002,1.5,0.2,2,1.3
256,-120.315298,36.24625,7/5/2016,7/5/2016,4.2,1.5,2,2.7
257,-122.62194444,41.67694444,8/15/2003,8/15/2003,0.5,0.5,2,0.0
258,-119.012499,36.106111,7/16/2017,7/16/2017,0.86,0.2,2,0.6599999999999999
259,-122.62194444,41.63194444,7/6/2007,missing date,1.0,1.0,2,0.0
260,-120.694881,38.647469,9/28/2003,9/28/2003,7.0,1.0,2,6.0
261,-115.5092,34.7556,7/4/2005,7/4/2005,5.0,3.6,2,1.4
262,-119.472356,37.089497,7/3/2015,missing date,0.01,0.01,2,0.0
263,-120.39388888,36.43694444,6/17/2008,missing date,1.0,1.0,2,0.0
264,-122.23111111,40.70194444,5/26/2006,5/26/2006,0.5,0.5,2,0.0
265,-120.28388888,37.14888888,7/19/2004,7/19/2004,0.3,0.1,2,0.19999999999999998
266,-118.41416667,34.32944444,7/1/2006,7/1/2006,0.1,0.1,2,0.0
267,-120.01777778,38.86916667,6/16/2001,6/16/2001,0.3,0.3,2,0.0
268,-120.315298,36.24625,4/26/2017,4/26/2017,1.0,0.5,2,0.5
269,-117.326383,33.985278,8/15/2016,missing date,0.12,0.01,2,0.11
270,-122.78888888,38.26305555,6/30/2009,missing date,0.2,0.1,2,0.1
271,-123.38305555,39.615,9/3/2003,9/3/2003,1.2,0.1,2,1.0999999999999999
272,-118.502135,34.116771,9/5/2011,missing date,40.0,22.0,2,18.0
273,-118.0985,34.7006,3/3/2007,missing date,0.11,0.11,2,0.0
274,-117.42638889,34.2425,7/25/2009,7/25/2009,0.1,0.1,2,0.0
275,-120.84554464,37.02029627,4/2/2002,4/2/2002,0.1,0.1,2,0.0
276,-115.489817,32.970713,2/19/2018,missing date,0.1,0.1,2,0.0
277,-118.80611111,36.15805555,7/13/2003,7/13/2003,38.0,1.0,2,37.0
278,-121.96305555,40.615,8/25/2004,8/25/2004,0.1,0.1,2,0.0
279,-118.0955,34.5752,6/19/2005,missing date,1.0,0.11,2,0.89
280,-120.43694444,41.50888888,7/29/2008,missing date,0.3,0.1,2,0.19999999999999998
281,-121.297067,36.380967,4/17/2015,4/17/2015,1.0,1.0,2,0.0
282,-123.6845,41.0665,6/10/2001,6/10/2001,0.1,0.1,2,0.0
283,-119.92111111,36.95888888,9/20/2005,9/20/2005,11.0,1.0,2,10.0
284,-118.8029,36.0288,6/29/2004,6/29/2004,1.0,0.1,2,0.9
285,-116.8289,32.6142,8/8/2001,8/8/2001,0.1,0.1,2,0.0
286,-116.8289,32.6128,8/8/2001,8/8/2001,0.1,0.1,2,0.0
287,-123.6845,41.0499,2/6/2001,2/6/2001,10.0,0.1,2,9.9
288,-116.39065,33.690267,8/6/2007,8/6/2007,0.1,0.1,2,0.0
289,-118.4126,34.3811,10/22/2006,missing date,1.0,1.0,2,0.0
290,-121.57888888,39.72,8/20/2008,missing date,5.0,0.3,2,4.7
291,-121.60305555,36.77305555,6/26/2007,missing date,5.0,1.0,2,4.0
292,-116.831111,32.605789,10/25/2001,10/25/2001,0.1,0.1,2,0.0
293,-119.145166,34.164878,11/9/2018,missing date,0.25,0.25,2,0.0
294,-123.7012,41.0832,7/21/2001,7/21/2001,0.5,0.2,2,0.3
295,-116.830981,32.635261,10/12/2001,10/12/2001,0.1,0.1,2,0.0
296,-123.6848,41.0635,8/21/2005,8/21/2005,1.0,0.5,2,0.5
297,-124.05388888,40.45305555,6/6/2001,6/6/2001,4.0,1.0,2,3.0
298,-119.754492,36.735922,6/7/2018,missing date,0.01,0.01,2,0.0
299,-120.9,38.33194444,6/17/2006,6/17/2006,7.0,1.0,2,6.0
300,-116.955667,32.66494,10/23/2007,missing date,50.0,1.0,2,49.0
301,-121.455,39.345,7/25/2003,7/25/2003,0.1,0.1,2,0.0
302,-118.291,33.9491,7/14/2006,missing date,0.11,0.11,2,0.0
303,-121.05611111,39.05111111,4/21/2005,4/21/2005,0.2,0.2,2,0.0
304,-120.984576,37.644481,10/31/2019,missing date,0.01,0.01,2,0.0
305,-117.461209,33.946427,3/20/2017,missing date,0.02,0.01,2,0.01
306,-115.1786,34.8144,8/21/2005,8/21/2005,0.1,0.1,2,0.0
307,-118.291,33.9401,7/2/2007,missing date,0.11,0.11,2,0.0
308,-121.1,39.11194444,7/9/2008,missing date,1.0,0.5,2,0.5
309,-117.33385,34.090297,7/10/2018,missing date,0.05,0.05,2,0.0
310,-117.086954,33.458184,1/1/2016,1/1/2016,0.1,0.1,2,0.0
311,-117.8437,34.5872,6/22/2005,missing date,1.11,0.21,2,0.9000000000000001
312,-124.108781,41.036181,7/6/2002,7/6/2002,0.1,0.1,2,0.0
313,-115.16817,33.660164,11/21/2016,11/21/2016,1.0,0.1,2,0.9
314,-121.693005,39.429533,5/21/2017,5/21/2017,0.01,0.01,2,0.0
315,-121.967346,37.253096,5/22/2008,missing date,0.1,0.1,2,0.0
316,-118.291,33.9284,5/14/2005,missing date,0.11,0.11,2,0.0
